LabSampleNumber,CropYear,FarmID,Bin,FieldNumber,Variety,CollectionSampleType,SampleHarvestDate,SugarTestProcessedDate,SpecificGravity,BudEndSucroseGramPerLiter,BudEndGlucoseGramPerLiter,StemEndSucroseGramPerLiter,StemEndGlucoseGramPerLiter,FryTestType,FryColorScore,WeightedColorScore
2020030515,2019,2,PHM45,61200,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.078,0.43,0.75,0.27,1.53,Raw,19,19.47
2021082605,2021,2,Unknown,60660,Burbank,Direct From Field,8/26/2021,8/26/2021,1.074,0,0,0,0,,,
2019110406,2019,2,PHM40,34700,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.087,0.56,0.63,0.34,1.31,Blanch,29,24.1
2019110406,2019,2,PHM40,34700,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.087,0.56,0.63,0.34,1.31,Raw,39,30.92
2021062105,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),6/21/2021,6/21/2021,0,0,0,0,0,Blanch,7,12.12
2021062105,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),6/21/2021,6/21/2021,0,0,0,0,0,Raw,35,27.92
2020092916,2020,2,OTL02,60810,Burbank,Out-of-Storage (Bin),9/11/2020,9/29/2020,1.082,0.86,0.31,0.45,1.96,Blanch,5,10.9
2020092916,2020,2,OTL02,60810,Burbank,Out-of-Storage (Bin),9/11/2020,9/29/2020,1.082,0.86,0.31,0.45,1.96,Raw,11,13.51
2020101401,2020,2,OTL01,33830,Burbank,Out-of-Storage (Bin),9/8/2020,10/14/2020,1.076,0.96,0.59,0.65,2.8,Blanch,8,11.65
2020101401,2020,2,OTL01,33830,Burbank,Out-of-Storage (Bin),9/8/2020,10/14/2020,1.076,0.96,0.59,0.65,2.8,Raw,25,20.71
2021010810,2020,2,OTL05,61180,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.091,0.68,0.28,0.58,3.27,Blanch,7,12.26
2021010810,2020,2,OTL05,61180,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.091,0.68,0.28,0.58,3.27,Raw,18,17.52
2019110409,2019,2,PHM43,60970,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.084,0.6,0.3,0.23,1.78,Blanch,21,20.25
2019110409,2019,2,PHM43,60970,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.084,0.6,0.3,0.23,1.78,Raw,37,29.98
2020102714,2020,2,PHM43,33740,Burbank,Out-of-Storage (Bin),9/25/2020,10/27/2020,1.083,0.72,0.23,0.38,1.46,Blanch,3,9.19
2020102714,2020,2,PHM43,33740,Burbank,Out-of-Storage (Bin),9/25/2020,10/27/2020,1.083,0.72,0.23,0.38,1.46,Raw,13,15.51
2020102720,2020,2,OTL03,61330,Burbank,Out-of-Storage (Bin),9/18/2020,10/27/2020,1.083,0.76,0.33,0.49,1.67,Blanch,1,7.6
2020102720,2020,2,OTL03,61330,Burbank,Out-of-Storage (Bin),9/18/2020,10/27/2020,1.083,0.76,0.33,0.49,1.67,Raw,17,18.23
2020082522,2020,2,PRK-FRYLAB,33830,Burbank,Direct From Field,8/25/2020,8/25/2020,1.084,0.51,0.03,1.03,0.46,,,
2019102414,2019,2,PHM35,33450,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.089,0.43,0.17,0.32,1.35,Blanch,34,27.93
2019102414,2019,2,PHM35,33450,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.089,0.43,0.17,0.32,1.35,Raw,40,31.36
2019110403,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.084,0.45,0.27,0.24,1.37,Blanch,40,31.66
2019110403,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.084,0.45,0.27,0.24,1.37,Raw,21,19.93
2020030510,2019,2,OTL01,60370,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.085,0.52,0.24,0.31,2.15,Blanch,8,11.54
2020030510,2019,2,OTL01,60370,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.085,0.52,0.24,0.31,2.15,Raw,29,22.21
2021021921,2020,2,PHM43,33740,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.081,0.55,0.15,0.05,1.91,Blanch,4,7.7
2021021921,2020,2,PHM43,33740,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.081,0.55,0.15,0.05,1.91,Raw,13,15.29
2019110401,2019,2,PHM40,33920,Burbank,Off Harvest Line (Loading Conveyer),11/4/2019,11/4/2019,1.088,0.55,0.67,0.31,2.14,Blanch,41,35.28
2019110401,2019,2,PHM40,33920,Burbank,Off Harvest Line (Loading Conveyer),11/4/2019,11/4/2019,1.088,0.55,0.67,0.31,2.14,Raw,45,35.4
2021010806,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.079,0.56,0.16,0.42,1.77,Blanch,2,8.95
2021010806,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.079,0.56,0.16,0.42,1.77,Raw,21,19.56
2020010918,2019,2,PHM42,61240,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.077,0.63,0.5,0.34,3.1,Blanch,33,25.61
2020010918,2019,2,PHM42,61240,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.077,0.63,0.5,0.34,3.1,Raw,49,37.12
2019092622,2019,2,OTL05,61410,Burbank,Off Harvest Line (Loading Conveyer),9/23/2019,9/26/2019,1.099,0.66,0.12,0.41,0.74,Blanch,3,12.75
2019092622,2019,2,OTL05,61410,Burbank,Off Harvest Line (Loading Conveyer),9/23/2019,9/26/2019,1.099,0.66,0.12,0.41,0.74,Raw,13,15.98
2021042108,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.086,0.33,0.06,0.03,1.83,Blanch,2,8.15
2021042108,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.086,0.33,0.06,0.03,1.83,Raw,22,19.82
2019120314,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.086,0.47,0.28,0.46,1.75,Blanch,19,18.85
2019120314,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.086,0.47,0.28,0.46,1.75,Raw,37,27.98
2020121021,2020,2,PHM43,33740,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.083,0.33,0.16,0.38,1.54,Blanch,2,7.64
2020121021,2020,2,PHM43,33740,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.083,0.33,0.16,0.38,1.54,Raw,10,13.22
2019090439,2019,2,NOBIN,61240,Burbank,Direct From Field,9/4/2019,9/4/2019,1.08,0.96,0.08,0.78,0.11,,,
2020100116,2020,2,VIN01,60880,Burbank,Out-of-Storage (Bin),9/10/2020,10/1/2020,1.078,0.63,0.33,0.41,1.19,Blanch,4,9.1
2020100116,2020,2,VIN01,60880,Burbank,Out-of-Storage (Bin),9/10/2020,10/1/2020,1.078,0.63,0.33,0.41,1.19,Raw,1,9.42
2021063022,2020,2,OTL01,33350,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.081,0.57,0.23,100.2,2.34,Blanch,28,23.63
2021063022,2020,2,OTL01,33350,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.081,0.57,0.23,100.2,2.34,Raw,65,45.7
2020102710,2020,2,OTL01,33830,Burbank,Out-of-Storage (Bin),9/8/2020,10/27/2020,1.078,0.45,2.55,0.71,0.62,Blanch,6,12.39
2020102710,2020,2,OTL01,33830,Burbank,Out-of-Storage (Bin),9/8/2020,10/27/2020,1.078,0.45,2.55,0.71,0.62,Raw,21,18.72
2019110706,2019,2,PHM35,33450,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.082,0.22,0.3,0.24,1.35,Blanch,16,18.26
2019110706,2019,2,PHM35,33450,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.082,0.22,0.3,0.24,1.35,Raw,40,30.94
2020010922,2019,2,VIN02,60070,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.082,0.51,0.27,0.21,1.81,Blanch,27,21.87
2020010922,2019,2,VIN02,60070,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.082,0.51,0.27,0.21,1.81,Raw,46,34.1
2019082718,2019,2,NOBIN,61410,Burbank,Direct From Field,8/19/2019,8/27/2019,1.089,0.69,0.19,0.54,0.55,,,
2020030501,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.085,0.41,0.37,0.27,1.21,Blanch,6,12.26
2020030501,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.085,0.41,0.37,0.27,1.21,Raw,18,17.89
2021063003,2020,2,OTL01,34220,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.077,0.54,0.27,0.29,2.51,Blanch,19,17.61
2021063003,2020,2,OTL01,34220,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.077,0.54,0.27,0.29,2.51,Raw,57,39.81
2020020405,2019,2,PHM36,34270,Burbank,Out-of-Storage (Bin),2/4/2020,2/4/2020,1.086,0.34,0.44,0.31,1.61,Blanch,10,14.07
2020020405,2019,2,PHM36,34270,Burbank,Out-of-Storage (Bin),2/4/2020,2/4/2020,1.086,0.34,0.44,0.31,1.61,Raw,15,17.32
2021042106,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.079,0.52,0.16,0.43,1.1,Blanch,3,8.55
2021042106,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.079,0.52,0.16,0.43,1.1,Raw,24,21
2019110501,2019,2,PHM36,34650,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.089,0.43,0.28,0.51,1.69,Blanch,18,17.99
2019110501,2019,2,PHM36,34650,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.089,0.43,0.28,0.51,1.69,Raw,28,24.16
2019110508,2019,2,VIN02,60580,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.087,0.46,0.21,0.12,1.25,Blanch,20,18.59
2019110508,2019,2,VIN02,60580,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.087,0.46,0.21,0.12,1.25,Raw,22,19.21
2020030512,2019,2,PHM36,34650,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.083,0.52,0.27,0.38,1.88,Blanch,8,13.28
2020030512,2019,2,PHM36,34650,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.083,0.52,0.27,0.38,1.88,Raw,19,17.91
2019111902,2019,2,OTL03,33530,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.085,0.16,0.3,0.5,1.76,Blanch,25,21.25
2019111902,2019,2,OTL03,33530,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.085,0.16,0.3,0.5,1.76,Raw,33,24.9
2020100834,2020,2,PHM28,60810,Burbank,Out-of-Storage (Bin),9/11/2020,10/8/2020,1.086,0.91,0.17,0.36,1.75,Blanch,1,6.92
2020100834,2020,2,PHM28,60810,Burbank,Out-of-Storage (Bin),9/11/2020,10/8/2020,1.086,0.91,0.17,0.36,1.75,Raw,3,10.01
2019120303,2019,2,PHM43,34280,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.089,0.54,0.27,0.32,1.16,Blanch,20,18.82
2019120303,2019,2,PHM43,34280,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.089,0.54,0.27,0.32,1.16,Raw,24,20.73
2019120426,2019,2,VIN01,60250,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.085,0.81,0.41,0.47,2.13,Blanch,20,19.17
2019120426,2019,2,VIN01,60250,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.085,0.81,0.41,0.47,2.13,Raw,40,30.44
2021042217,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),4/22/2021,4/22/2021,1.085,0,0,0,0,,,
2020030508,2019,2,OTL01,34430,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.083,0.51,0.22,0.31,1.95,Blanch,11,13.72
2020030508,2019,2,OTL01,34430,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.083,0.51,0.22,0.31,1.95,Raw,23,19.74
2020020510,2019,2,OTL01,34430,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.081,0.58,0.37,0.44,1.88,Blanch,30,25.51
2020020510,2019,2,OTL01,34430,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.081,0.58,0.37,0.44,1.88,Raw,41,30.05
2019082216,2019,2,NOBIN,33330,Burbank,Direct From Field,8/19/2019,8/22/2019,1.084,0.71,0.13,0.7,0.13,,,
2019090436,2019,2,NOBIN,33920,Burbank,Direct From Field,9/4/2019,9/4/2019,1.079,0.83,0.27,1,0.12,,,
2021021907,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.079,0.64,0.49,0.22,2.14,Blanch,0,3.29
2021021907,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.079,0.64,0.49,0.22,2.14,Raw,3,5.12
2020121101,2020,2,OTL01,33360,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.076,0.56,0.76,0.4,2.55,Blanch,4,9.63
2020121101,2020,2,OTL01,33360,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.076,0.56,0.76,0.4,2.55,Raw,20,19.32
2020102003,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),9/25/2020,10/20/2020,1.08,0.72,0.22,0.28,1.88,Blanch,2,6.71
2020102003,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),9/25/2020,10/20/2020,1.08,0.72,0.22,0.28,1.88,Raw,14,16.35
2021051823,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.087,0.35,0.36,0.18,1.92,Blanch,7,12.63
2021051823,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.087,0.35,0.36,0.18,1.92,Raw,31,24.09
2019100821,2019,2,PHM43,60970,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.085,0.55,0.2,0.25,1.22,Blanch,9,13.68
2019100821,2019,2,PHM43,60970,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.085,0.55,0.2,0.25,1.22,Raw,13,15.66
2019102111,2019,2,PHM45,60110,Burbank,Off Harvest Line (Loading Conveyer),10/21/2019,10/21/2019,1.086,0.89,0.35,0.52,1.75,Blanch,27,22.98
2019102111,2019,2,PHM45,60110,Burbank,Off Harvest Line (Loading Conveyer),10/21/2019,10/21/2019,1.086,0.89,0.35,0.52,1.75,Raw,35,28.83
2019090412,2019,2,NOBIN,33490,Burbank,Direct From Field,9/2/2019,9/4/2019,1.078,0.86,0.14,0.44,0.16,,,
2020082707,2020,2,PRK-FRYLAB,60880,Burbank,Direct From Field,8/27/2020,8/27/2020,1.081,0.43,0.06,0.44,0.27,,,
2019110607,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.081,0.49,0.19,0.46,0.96,Blanch,2,10.44
2019110607,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.081,0.49,0.19,0.46,0.96,Raw,9,14.14
2020121015,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.093,0.62,0.25,0.4,1.99,Blanch,5,10.39
2020121015,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.093,0.62,0.25,0.4,1.99,Raw,13,14.65
2019082619,2019,2,NOBIN,34160,Burbank,Direct From Field,8/19/2019,8/26/2019,1.072,0.82,0.12,0.55,0.22,,,
2021051816,2020,2,OTL03,61330,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.089,0.29,0.04,0.12,1.81,Blanch,9,11.5
2021051816,2020,2,OTL03,61330,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.089,0.29,0.04,0.12,1.81,Raw,30,23.14
2020082723,2020,2,PRK-FRYLAB,60210,Burbank,Direct From Field,8/27/2020,8/27/2020,1.074,0.29,0.06,0.36,0.18,,,
2019090506,2019,2,NOBIN,34650,Burbank,Direct From Field,9/3/2019,9/5/2019,1.084,0.78,0.13,0.69,0.29,,,
2020020404,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),2/4/2020,2/4/2020,1.087,0.52,0.32,0.3,1.2,Blanch,0,8.84
2020020404,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),2/4/2020,2/4/2020,1.087,0.52,0.32,0.3,1.2,Raw,25,20.67
2021042107,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.093,0.56,0.12,0.37,2.28,Blanch,4,10.54
2021042107,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.093,0.56,0.12,0.37,2.28,Raw,35,25.63
2020111201,2020,2,OTL05,33740,Burbank,Out-of-Storage (Bin),9/23/2020,11/12/2020,1.079,0.51,0.37,0.3,2.01,Blanch,4,9.4
2020111201,2020,2,OTL05,33740,Burbank,Out-of-Storage (Bin),9/23/2020,11/12/2020,1.079,0.51,0.37,0.3,2.01,Raw,14,15.4
2020100117,2020,2,OTL02,61170,Burbank,Out-of-Storage (Bin),9/15/2020,10/1/2020,1.093,0.73,0.34,0.43,2.52,Blanch,3,9.06
2020100117,2020,2,OTL02,61170,Burbank,Out-of-Storage (Bin),9/15/2020,10/1/2020,1.093,0.73,0.34,0.43,2.52,Raw,3,9.36
2020100129,2020,2,PHM42,33320,Burbank,Off Harvest Line (Loading Conveyer),9/28/2020,10/1/2020,1.081,0.65,0.09,0.4,1.64,,,
2019090406,2019,2,NOBIN,60070,Burbank,Direct From Field,9/2/2019,9/4/2019,1.083,1.06,0.56,0.71,0.47,,,
2021063020,2020,2,VIN01,60880,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.08,0.49,0.18,0.35,1.38,Blanch,11,15.37
2021063020,2020,2,VIN01,60880,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.08,0.49,0.18,0.35,1.38,Raw,37,29.35
2020010813,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.081,0.58,0.3,0.29,1.36,Blanch,34,27.17
2020010813,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.081,0.58,0.3,0.29,1.36,Raw,35,29.58
2019090428,2019,2,NOBIN,60270,Burbank,Direct From Field,9/2/2019,9/4/2019,1.085,0.68,0.17,0.55,0.31,,,
2019100805,2019,2,VIN01,60250,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.087,0.75,0.24,0.37,1.32,Blanch,7,13.14
2019100805,2019,2,VIN01,60250,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.087,0.75,0.24,0.37,1.32,Raw,17,18.3
2021063030,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,0,0,0,0,0,Blanch,26,24.34
2021063030,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,0,0,0,0,0,Raw,52,36.92
2020121029,2020,2,OTL03,60300,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.085,0.59,0.23,0.26,2.37,Blanch,2,8.68
2020121029,2020,2,OTL03,60300,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.085,0.59,0.23,0.26,2.37,Raw,19,18.09
2019102407,2019,2,PHM36,34270,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.081,0.51,0.35,0.32,1.27,Blanch,22,20.95
2019102407,2019,2,PHM36,34270,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.081,0.51,0.35,0.32,1.27,Raw,31,23.77
2019100814,2019,2,OTL02,33330,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.084,0.66,0.15,0.32,1.15,Blanch,16,17.62
2019100814,2019,2,OTL02,33330,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.084,0.66,0.15,0.32,1.15,Raw,25,21.46
2021052018,2020,2,OTL01,33360,Burbank,Out-of-Storage (Bin),5/20/2021,5/20/2021,1.084,0.44,0.26,0.15,2.3,Blanch,25,19.98
2021052018,2020,2,OTL01,33360,Burbank,Out-of-Storage (Bin),5/20/2021,5/20/2021,1.084,0.44,0.26,0.15,2.3,Raw,48,33.26
2021082624,2021,2,PRK-FRYLAB,39140,Burbank,Direct From Field,8/26/2021,8/26/2021,1.074,0,0,0,0,,,
2019111906,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.085,0.22,0.27,0.23,1.51,Blanch,29,22.21
2019111906,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.085,0.22,0.27,0.23,1.51,Raw,35,28.11
2021081901,2021,2,PRK-FRYLAB,61090,Burbank,Direct From Field,8/19/2021,8/19/2021,1.074,1.12,0.35,0.48,0.08,,,
2020010920,2019,2,VIN01,60260,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.088,0.67,0.44,0.62,2.19,Blanch,33,25.24
2020010920,2019,2,VIN01,60260,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.088,0.67,0.44,0.62,2.19,Raw,54,39.59
2020082606,2020,2,PRK-FRYLAB,60300,Burbank,Direct From Field,8/26/2020,8/26/2020,1.075,0.21,0.11,0.44,0.13,,,
2021070907,2020,2,OTL05,33740,Burbank,Out-of-Storage (Bin),7/9/2021,7/9/2021,0,0,0,0,0,Blanch,4,8.1
2021070907,2020,2,OTL05,33740,Burbank,Out-of-Storage (Bin),7/9/2021,7/9/2021,0,0,0,0,0,Raw,22,20.36
2021063017,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.086,0.44,0.29,0.34,2.25,Blanch,13,13.77
2021063017,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.086,0.44,0.29,0.34,2.25,Raw,35,25.54
2021072812,2021,2,Unknown,61090,Burbank,Direct From Field,7/28/2021,7/28/2021,1.067,0,0,0,0,,,
2020030525,2019,2,PHM43,60970,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.079,0.44,0.33,0.28,1.4,Blanch,7,10.62
2020030525,2019,2,PHM43,60970,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.079,0.44,0.33,0.28,1.4,Raw,11,14.85
2020082516,2020,2,PRK-FRYLAB,61170,Burbank,Direct From Field,8/25/2020,8/25/2020,1.077,0.25,0.1,0.38,0.11,,,
2019100815,2019,2,VIN01,60270,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.086,0.57,0.19,0.39,1.1,Blanch,20,17.68
2019100815,2019,2,VIN01,60270,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.086,0.57,0.19,0.39,1.1,Raw,14,16.99
2020121022,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.078,0.61,0.23,0.44,1.08,Blanch,1,6.25
2020121022,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.078,0.61,0.23,0.44,1.08,Raw,10,13.33
2021010706,2020,2,PHM35,61260,Burbank,Out-of-Storage (Bin),1/7/2021,1/7/2021,1.075,0.53,0.36,0.38,1.98,Blanch,2,7.71
2021010706,2020,2,PHM35,61260,Burbank,Out-of-Storage (Bin),1/7/2021,1/7/2021,1.075,0.53,0.36,0.38,1.98,Raw,14,16.96
2019102224,2019,2,PHM35,61410,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.099,0.58,0.3,0.34,1.33,Blanch,17,16.54
2019102224,2019,2,PHM35,61410,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.099,0.58,0.3,0.34,1.33,Raw,24,21.09
2019120505,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),12/5/2019,12/5/2019,1.084,0.39,0.8,0.21,2.51,Blanch,38,30.43
2019120505,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),12/5/2019,12/5/2019,1.084,0.39,0.8,0.21,2.51,Raw,55,43.73
2019100202,2019,2,OTL06,33480,Burbank,Out-of-Storage (Bin),10/2/2019,10/2/2019,1.08,0.65,0.2,0.26,0.94,,,
2019102225,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.081,0.98,0.56,0.56,2.26,Blanch,32,27.98
2019102225,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.081,0.98,0.56,0.56,2.26,Raw,44,35.5
2020082513,2020,2,PRK-FRYLAB,60810,Burbank,Direct From Field,8/25/2020,8/25/2020,1.073,0.39,0.08,0.58,0.35,,,
2019082714,2019,2,NOBIN,33920,Burbank,Direct From Field,8/19/2019,8/27/2019,1.081,0.58,0.33,0.51,0.38,,,
2019090448,2019,2,NOBIN,34350,Burbank,Direct From Field,9/3/2019,9/4/2019,1.084,1.65,0.21,1,0.12,,,
2021021930,2020,2,OTL01,34220,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.074,0.6,0.48,0.54,2.95,Blanch,39,27.17
2021021930,2020,2,OTL01,34220,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.074,0.6,0.48,0.54,2.95,Raw,28,23.53
2020102020,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),9/18/2020,10/20/2020,1.079,0.66,0.22,0.48,1.22,Blanch,1,6.45
2020102020,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),9/18/2020,10/20/2020,1.079,0.66,0.22,0.48,1.22,Raw,7,12.31
2019102228,2019,2,PHM42,61220,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.086,0.61,0.25,0.37,1.59,Blanch,27,22.01
2019102228,2019,2,PHM42,61220,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.086,0.61,0.25,0.37,1.59,Raw,30,23.88
2019100902,2019,2,OTL05,34160,Burbank,Out-of-Storage (Bin),10/9/2019,10/9/2019,1.086,0.5,0.05,0.33,0.56,Blanch,2,12.1
2019100902,2019,2,OTL05,34160,Burbank,Out-of-Storage (Bin),10/9/2019,10/9/2019,1.086,0.5,0.05,0.33,0.56,Raw,6,13.42
2019100811,2019,2,OTL02,60070,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.083,0.66,0.21,0.27,1.51,Blanch,13,15.79
2019100811,2019,2,OTL02,60070,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.083,0.66,0.21,0.27,1.51,Raw,25,21.98
2019090403,2019,2,NOBIN,34430,Burbank,Direct From Field,9/2/2019,9/4/2019,1.087,0.98,0.27,0.55,0.34,,,
2021051803,2020,2,OTL05,61180,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.09,0.42,0.08,0.14,2.71,Blanch,5,10.19
